tasks,scenario_seed,algorithm_seed,method,comparison,metric,difference,energy_tolerance_j
50,52,101,full,stage2_minus_stage1,min_deadline_slack_s,-7.282761771421065e-08,1.8006342562545075
50,52,102,fixed_contacts,stage2_minus_stage1,normalized_cpu,-0.7185708911358624,1.9999021541554793
50,52,102,fixed_contacts,stage2_minus_stage1,energy_j,1.9998979527154006,1.9999021541554793
50,52,102,fixed_contacts,stage2_minus_stage1,mean_delay_s,2.205945903423469,1.9999021541554793
50,52,102,fixed_contacts,stage2_minus_stage1,p95_delay_s,-2.5044083429293096e-05,1.9999021541554793
50,52,102,fixed_contacts,stage2_minus_stage1,min_deadline_slack_s,-1.4904117051628418e-08,1.9999021541554793
50,52,102,full,stage2_minus_stage1,normalized_cpu,-0.5981920351404895,1.9660307038817912
50,52,102,full,stage2_minus_stage1,energy_j,1.6415105505730025,1.9660307038817912
50,52,102,full,stage2_minus_stage1,mean_delay_s,0.061185730624089274,1.9660307038817912
50,52,102,full,stage2_minus_stage1,p95_delay_s,-0.5110752066770488,1.9660307038817912
50,52,102,full,stage2_minus_stage1,min_deadline_slack_s,8.672185458635795e-08,1.9660307038817912
80,45,102,full,stage2_minus_stage1,normalized_cpu,-1.3617920502992953,2.5008420212146327
80,45,102,full,stage2_minus_stage1,energy_j,2.5011113405635115,2.5008420212146327
80,45,102,full,stage2_minus_stage1,mean_delay_s,3.308999048125969,2.5008420212146327
80,45,102,full,stage2_minus_stage1,p95_delay_s,-1.46249385579722e-06,2.5008420212146327
80,45,102,full,stage2_minus_stage1,min_deadline_slack_s,-5.663977725589575e-05,2.5008420212146327
80,46,100,full,stage2_minus_stage1,normalized_cpu,-1.0403100682997624,2.3448155711835885
80,46,100,full,stage2_minus_stage1,energy_j,2.344815323856892,2.3448155711835885
80,46,100,full,stage2_minus_stage1,mean_delay_s,2.1038065424585284,2.3448155711835885
80,46,100,full,stage2_minus_stage1,p95_delay_s,17.435187691921954,2.3448155711835885
80,46,100,full,stage2_minus_stage1,min_deadline_slack_s,-3.822227085947816e-07,2.3448155711835885
80,47,100,full,stage2_minus_stage1,normalized_cpu,-0.7398611840167095,2.385159227029062
80,47,100,full,stage2_minus_stage1,energy_j,2.3851560651382897,2.385159227029062
80,47,100,full,stage2_minus_stage1,mean_delay_s,2.437996187345533,2.385159227029062
80,47,100,full,stage2_minus_stage1,p95_delay_s,4.432445064139756e-05,2.385159227029062
80,47,100,full,stage2_minus_stage1,min_deadline_slack_s,-7.85277046588817e-06,2.385159227029062
80,48,100,full,stage2_minus_stage1,normalized_cpu,-1.2954571781190207,2.3574058680033483
80,48,100,full,stage2_minus_stage1,energy_j,2.35740120743867,2.3574058680033483
80,48,100,full,stage2_minus_stage1,mean_delay_s,3.582951776850905,2.3574058680033483
80,48,100,full,stage2_minus_stage1,p95_delay_s,-3.322504392144765e-05,2.3574058680033483
80,48,100,full,stage2_minus_stage1,min_deadline_slack_s,8.243375759775518e-08,2.3574058680033483
80,48,101,fixed_contacts,stage2_minus_stage1,normalized_cpu,-1.4853104411771865,2.274801880062072
80,48,101,fixed_contacts,stage2_minus_stage1,energy_j,2.274796520883683,2.274801880062072
80,48,101,fixed_contacts,stage2_minus_stage1,mean_delay_s,9.115756682658287,2.274801880062072
80,48,101,fixed_contacts,stage2_minus_stage1,p95_delay_s,-3.5705604716440575e-05,2.274801880062072
80,48,101,fixed_contacts,stage2_minus_stage1,min_deadline_slack_s,-1.6163077134478954e-06,2.274801880062072
80,48,101,full,stage2_minus_stage1,normalized_cpu,-1.0697321452212338,2.294341856904172
80,48,101,full,stage2_minus_stage1,energy_j,2.2943359637865797,2.294341856904172
80,48,101,full,stage2_minus_stage1,mean_delay_s,2.9005473052121147,2.294341856904172
80,48,101,full,stage2_minus_stage1,p95_delay_s,-5.202195950460009e-06,2.294341856904172
80,48,101,full,stage2_minus_stage1,min_deadline_slack_s,-3.089968458880321e-08,2.294341856904172
80,48,102,fixed_contacts,stage2_minus_stage1,normalized_cpu,-1.3596800205059938,2.370290294441852
80,48,102,fixed_contacts,stage2_minus_stage1,energy_j,2.370289059152128,2.370290294441852
80,48,102,fixed_contacts,stage2_minus_stage1,mean_delay_s,5.5605853952579025,2.370290294441852
80,48,102,fixed_contacts,stage2_minus_stage1,p95_delay_s,-9.904171633934311e-07,2.370290294441852
80,48,102,fixed_contacts,stage2_minus_stage1,min_deadline_slack_s,-1.2464056453609373e-07,2.370290294441852
80,48,102,full,stage2_minus_stage1,normalized_cpu,-0.3752536499661704,2.2356634390401835
80,48,102,full,stage2_minus_stage1,energy_j,2.235663198749535,2.2356634390401835
80,48,102,full,stage2_minus_stage1,mean_delay_s,0.9749757737519076,2.2356634390401835
80,48,102,full,stage2_minus_stage1,p95_delay_s,4.778443667419197e-07,2.2356634390401835
80,48,102,full,stage2_minus_stage1,min_deadline_slack_s,-2.3270737870006997e-07,2.2356634390401835
80,49,100,fixed_contacts,stage2_minus_stage1,normalized_cpu,-1.2391538386650214,2.4691544803144585
80,49,100,fixed_contacts,stage2_minus_stage1,energy_j,2.4691508222022094,2.4691544803144585
80,49,100,fixed_contacts,stage2_minus_stage1,mean_delay_s,1.9414387197745668,2.4691544803144585
80,49,100,fixed_contacts,stage2_minus_stage1,p95_delay_s,5.049318474448228e-07,2.4691544803144585
80,49,100,fixed_contacts,stage2_minus_stage1,min_deadline_slack_s,-5.029514795751311e-07,2.4691544803144585
80,49,101,fixed_contacts,stage2_minus_stage1,normalized_cpu,-1.2053468936195144,2.46437252562321
80,49,101,fixed_contacts,stage2_minus_stage1,energy_j,2.464370282861637,2.46437252562321
80,49,101,fixed_contacts,stage2_minus_stage1,mean_delay_s,2.6289587567236197,2.46437252562321
80,49,101,fixed_contacts,stage2_minus_stage1,p95_delay_s,-5.251737889011565e-07,2.46437252562321
80,49,101,fixed_contacts,stage2_minus_stage1,min_deadline_slack_s,-7.526712067829067e-06,2.46437252562321
80,49,102,full,stage2_minus_stage1,normalized_cpu,-1.2292491726949653,2.32634950309156
80,49,102,full,stage2_minus_stage1,energy_j,2.3263486311479937,2.32634950309156
80,49,102,full,stage2_minus_stage1,mean_delay_s,2.4072727503191516,2.32634950309156
80,49,102,full,stage2_minus_stage1,p95_delay_s,6.488749022537377e-07,2.32634950309156
80,49,102,full,stage2_minus_stage1,min_deadline_slack_s,-1.7520668791348726e-06,2.32634950309156
80,50,100,full,stage2_minus_stage1,normalized_cpu,-0.7786472007208121,2.3057110688003535
80,50,100,full,stage2_minus_stage1,energy_j,2.3057104620093014,2.3057110688003535
80,50,100,full,stage2_minus_stage1,mean_delay_s,2.96608763571723,2.3057110688003535
80,50,100,full,stage2_minus_stage1,p95_delay_s,3.0557623631466413e-07,2.3057110688003535
80,50,100,full,stage2_minus_stage1,min_deadline_slack_s,-4.580454060487682e-07,2.3057110688003535
80,50,101,full,stage2_minus_stage1,normalized_cpu,-0.6186042441805435,2.2824317626769646
80,50,101,full,stage2_minus_stage1,energy_j,2.282431267289212,2.2824317626769646
80,50,101,full,stage2_minus_stage1,mean_delay_s,1.6374756732035678,2.2824317626769646
80,50,101,full,stage2_minus_stage1,p95_delay_s,4.013171519545722e-07,2.2824317626769646
80,50,101,full,stage2_minus_stage1,min_deadline_slack_s,-4.541128078017209e-07,2.2824317626769646
80,50,102,full,stage2_minus_stage1,normalized_cpu,-0.3554579736541632,2.281577226155277
80,50,102,full,stage2_minus_stage1,energy_j,2.2815769040898886,2.281577226155277
80,50,102,full,stage2_minus_stage1,mean_delay_s,1.8779008556632846,2.281577226155277
80,50,102,full,stage2_minus_stage1,p95_delay_s,4.177376808911504e-07,2.281577226155277
80,50,102,full,stage2_minus_stage1,min_deadline_slack_s,-6.403557790690684e-07,2.281577226155277
80,51,100,full,stage2_minus_stage1,normalized_cpu,-0.5905119982630824,2.499998833560484
80,51,100,full,stage2_minus_stage1,energy_j,2.499998682644218,2.499998833560484
80,51,100,full,stage2_minus_stage1,mean_delay_s,1.0449779485068404,2.499998833560484
80,51,100,full,stage2_minus_stage1,p95_delay_s,1.1854874060190923e-06,2.499998833560484
80,51,100,full,stage2_minus_stage1,min_deadline_slack_s,-5.164630067611142e-06,2.499998833560484
80,51,101,full,stage2_minus_stage1,normalized_cpu,-0.39214318652299296,2.45400476852614
80,51,101,full,stage2_minus_stage1,energy_j,2.4540046261099633,2.45400476852614
80,51,101,full,stage2_minus_stage1,mean_delay_s,1.2152332345649768,2.45400476852614
80,51,101,full,stage2_minus_stage1,p95_delay_s,8.15993814740068e-07,2.45400476852614
80,51,101,full,stage2_minus_stage1,min_deadline_slack_s,-6.69991777613177e-08,2.45400476852614
80,52,101,full,stage2_minus_stage1,normalized_cpu,-0.8276384614195338,2.426852431994131
80,52,101,full,stage2_minus_stage1,energy_j,2.1259362047130708,2.426852431994131
80,52,101,full,stage2_minus_stage1,mean_delay_s,1.9923969344684167,2.426852431994131
80,52,101,full,stage2_minus_stage1,p95_delay_s,-0.1899307373339525,2.426852431994131
80,52,101,full,stage2_minus_stage1,min_deadline_slack_s,-5.143685370967432e-07,2.426852431994131
80,52,102,full,stage2_minus_stage1,normalized_cpu,-0.9458766928429846,2.581949130491543
80,52,102,full,stage2_minus_stage1,energy_j,2.581947767350357,2.581949130491543
80,52,102,full,stage2_minus_stage1,mean_delay_s,3.2909160477515798,2.581949130491543
80,52,102,full,stage2_minus_stage1,p95_delay_s,-1.5468293668163824e-07,2.581949130491543
80,52,102,full,stage2_minus_stage1,min_deadline_slack_s,-1.1359192114923644e-05,2.581949130491543
50,45,100,fixed_contacts,full_minus_restricted,total_distance_m,-634.4881855300337,
50,45,100,fixed_contacts,full_minus_restricted,offload_ratio,0.08,
50,45,100,fixed_contacts,full_minus_restricted,contacts,2,
50,45,100,fixed_contacts,full_minus_restricted,mean_delay_s,16.30706856433318,
50,45,100,fixed_contacts,full_minus_restricted,p95_delay_s,13.413793612938719,
50,45,100,fixed_task_route,full_minus_restricted,total_distance_m,-3269.2025416825163,
50,45,100,fixed_task_route,full_minus_restricted,offload_ratio,0.08,
50,45,100,fixed_task_route,full_minus_restricted,contacts,2,
50,45,100,fixed_task_route,full_minus_restricted,mean_delay_s,16.240136649715026,
50,45,100,fixed_task_route,full_minus_restricted,p95_delay_s,5.1650499711782345,
50,45,101,fixed_contacts,full_minus_restricted,total_distance_m,-1240.0081663758792,
50,45,101,fixed_contacts,full_minus_restricted,offload_ratio,0.04,
50,45,101,fixed_contacts,full_minus_restricted,contacts,3,
50,45,101,fixed_contacts,full_minus_restricted,mean_delay_s,11.67486535594415,
50,45,101,fixed_contacts,full_minus_restricted,p95_delay_s,-5.756451702888569,
50,45,101,fixed_task_route,full_minus_restricted,total_distance_m,-3318.925445453622,
50,45,101,fixed_task_route,full_minus_restricted,offload_ratio,0.06,
50,45,101,fixed_task_route,full_minus_restricted,contacts,3,
50,45,101,fixed_task_route,full_minus_restricted,mean_delay_s,20.563486023398923,
50,45,101,fixed_task_route,full_minus_restricted,p95_delay_s,5.165056246651147,
50,45,102,fixed_contacts,full_minus_restricted,total_distance_m,-1543.5512451928735,
50,45,102,fixed_contacts,full_minus_restricted,offload_ratio,0.060000000000000005,
50,45,102,fixed_contacts,full_minus_restricted,contacts,2,
50,45,102,fixed_contacts,full_minus_restricted,mean_delay_s,19.391937713284847,
50,45,102,fixed_contacts,full_minus_restricted,p95_delay_s,10.192096816074411,
50,45,102,fixed_task_route,full_minus_restricted,total_distance_m,-3540.3427066536497,
50,45,102,fixed_task_route,full_minus_restricted,offload_ratio,0.08,
50,45,102,fixed_task_route,full_minus_restricted,contacts,2,
50,45,102,fixed_task_route,full_minus_restricted,mean_delay_s,18.99348975329434,
50,45,102,fixed_task_route,full_minus_restricted,p95_delay_s,11.283403663071738,
50,46,100,fixed_contacts,full_minus_restricted,total_distance_m,-2080.5666588836666,
50,46,100,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,46,100,fixed_contacts,full_minus_restricted,contacts,0,
50,46,100,fixed_contacts,full_minus_restricted,mean_delay_s,-15.50061350214068,
50,46,100,fixed_contacts,full_minus_restricted,p95_delay_s,-20.582388280198302,
50,46,100,fixed_task_route,full_minus_restricted,total_distance_m,-2840.4258859976435,
50,46,100,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,46,100,fixed_task_route,full_minus_restricted,contacts,0,
50,46,100,fixed_task_route,full_minus_restricted,mean_delay_s,-13.16061840177133,
50,46,100,fixed_task_route,full_minus_restricted,p95_delay_s,-48.25779410018731,
50,46,101,fixed_contacts,full_minus_restricted,total_distance_m,-1668.094702966404,
50,46,101,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,46,101,fixed_contacts,full_minus_restricted,contacts,-1,
50,46,101,fixed_contacts,full_minus_restricted,mean_delay_s,-3.015108419577331,
50,46,101,fixed_contacts,full_minus_restricted,p95_delay_s,-20.582386272614826,
50,46,101,fixed_task_route,full_minus_restricted,total_distance_m,-2599.8951842250426,
50,46,101,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,46,101,fixed_task_route,full_minus_restricted,contacts,-1,
50,46,101,fixed_task_route,full_minus_restricted,mean_delay_s,-11.993138924144318,
50,46,101,fixed_task_route,full_minus_restricted,p95_delay_s,-48.2577942551564,
50,46,102,fixed_contacts,full_minus_restricted,total_distance_m,-1703.2049820287211,
50,46,102,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,46,102,fixed_contacts,full_minus_restricted,contacts,0,
50,46,102,fixed_contacts,full_minus_restricted,mean_delay_s,-21.09161090409077,
50,46,102,fixed_contacts,full_minus_restricted,p95_delay_s,-52.10550310432035,
50,46,102,fixed_task_route,full_minus_restricted,total_distance_m,-2929.7894712668894,
50,46,102,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,46,102,fixed_task_route,full_minus_restricted,contacts,0,
50,46,102,fixed_task_route,full_minus_restricted,mean_delay_s,-25.973528289146145,
50,46,102,fixed_task_route,full_minus_restricted,p95_delay_s,-55.14481152598319,
50,47,100,fixed_contacts,full_minus_restricted,total_distance_m,387.74340103406394,
50,47,100,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,47,100,fixed_contacts,full_minus_restricted,contacts,0,
50,47,100,fixed_contacts,full_minus_restricted,mean_delay_s,-4.750078716647238,
50,47,100,fixed_contacts,full_minus_restricted,p95_delay_s,-2.3227753568835396,
50,47,100,fixed_task_route,full_minus_restricted,total_distance_m,-729.7604419371473,
50,47,100,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,47,100,fixed_task_route,full_minus_restricted,contacts,0,
50,47,100,fixed_task_route,full_minus_restricted,mean_delay_s,4.415744735767646,
50,47,100,fixed_task_route,full_minus_restricted,p95_delay_s,7.218947809098836,
50,47,101,fixed_contacts,full_minus_restricted,total_distance_m,1079.8013460900675,
50,47,101,fixed_contacts,full_minus_restricted,offload_ratio,-0.04,
50,47,101,fixed_contacts,full_minus_restricted,contacts,0,
50,47,101,fixed_contacts,full_minus_restricted,mean_delay_s,-4.836233629232794,
50,47,101,fixed_contacts,full_minus_restricted,p95_delay_s,-13.251745956081152,
50,47,101,fixed_task_route,full_minus_restricted,total_distance_m,-729.7604419371473,
50,47,101,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,47,101,fixed_task_route,full_minus_restricted,contacts,0,
50,47,101,fixed_task_route,full_minus_restricted,mean_delay_s,4.415744735767646,
50,47,101,fixed_task_route,full_minus_restricted,p95_delay_s,7.218947809098836,
50,47,102,fixed_contacts,full_minus_restricted,total_distance_m,-2296.8792322766258,
50,47,102,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,47,102,fixed_contacts,full_minus_restricted,contacts,0,
50,47,102,fixed_contacts,full_minus_restricted,mean_delay_s,3.034310370774193,
50,47,102,fixed_contacts,full_minus_restricted,p95_delay_s,23.5074618215657,
50,47,102,fixed_task_route,full_minus_restricted,total_distance_m,-2874.114749882194,
50,47,102,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,47,102,fixed_task_route,full_minus_restricted,contacts,0,
50,47,102,fixed_task_route,full_minus_restricted,mean_delay_s,-2.615259284695469,
50,47,102,fixed_task_route,full_minus_restricted,p95_delay_s,31.443648726072013,
50,48,100,fixed_contacts,full_minus_restricted,total_distance_m,78.144908185428,
50,48,100,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,48,100,fixed_contacts,full_minus_restricted,contacts,-1,
50,48,100,fixed_contacts,full_minus_restricted,mean_delay_s,6.802590771064217,
50,48,100,fixed_contacts,full_minus_restricted,p95_delay_s,22.88482992022415,
50,48,100,fixed_task_route,full_minus_restricted,total_distance_m,-3047.4211179118593,
50,48,100,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,48,100,fixed_task_route,full_minus_restricted,contacts,-1,
50,48,100,fixed_task_route,full_minus_restricted,mean_delay_s,-11.42535155061546,
50,48,100,fixed_task_route,full_minus_restricted,p95_delay_s,-55.069451024539205,
50,48,101,fixed_contacts,full_minus_restricted,total_distance_m,119.57341934143551,
50,48,101,fixed_contacts,full_minus_restricted,offload_ratio,-0.039999999999999994,
50,48,101,fixed_contacts,full_minus_restricted,contacts,-1,
50,48,101,fixed_contacts,full_minus_restricted,mean_delay_s,15.861704276559891,
50,48,101,fixed_contacts,full_minus_restricted,p95_delay_s,83.51607583082847,
50,48,101,fixed_task_route,full_minus_restricted,total_distance_m,-2957.827687703617,
50,48,101,fixed_task_route,full_minus_restricted,offload_ratio,-0.02,
50,48,101,fixed_task_route,full_minus_restricted,contacts,-1,
50,48,101,fixed_task_route,full_minus_restricted,mean_delay_s,-5.820225155966284,
50,48,101,fixed_task_route,full_minus_restricted,p95_delay_s,-5.1093154174745905,
50,48,102,fixed_contacts,full_minus_restricted,total_distance_m,-182.63688374407684,
50,48,102,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,48,102,fixed_contacts,full_minus_restricted,contacts,0,
50,48,102,fixed_contacts,full_minus_restricted,mean_delay_s,-3.1996895042040308,
50,48,102,fixed_contacts,full_minus_restricted,p95_delay_s,11.249221759384568,
50,48,102,fixed_task_route,full_minus_restricted,total_distance_m,-3323.816320805103,
50,48,102,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,48,102,fixed_task_route,full_minus_restricted,contacts,0,
50,48,102,fixed_task_route,full_minus_restricted,mean_delay_s,-18.872101714220946,
50,48,102,fixed_task_route,full_minus_restricted,p95_delay_s,-66.77551596354948,
50,49,100,fixed_contacts,full_minus_restricted,total_distance_m,-206.3188291858969,
50,49,100,fixed_contacts,full_minus_restricted,offload_ratio,0.08,
50,49,100,fixed_contacts,full_minus_restricted,contacts,2,
50,49,100,fixed_contacts,full_minus_restricted,mean_delay_s,7.382838450361334,
50,49,100,fixed_contacts,full_minus_restricted,p95_delay_s,-42.29706513480977,
50,49,100,fixed_task_route,full_minus_restricted,total_distance_m,-3204.1343412507395,
50,49,100,fixed_task_route,full_minus_restricted,offload_ratio,0.08,
50,49,100,fixed_task_route,full_minus_restricted,contacts,2,
50,49,100,fixed_task_route,full_minus_restricted,mean_delay_s,0.43110297098698425,
50,49,100,fixed_task_route,full_minus_restricted,p95_delay_s,-14.575644304484513,
50,49,101,fixed_contacts,full_minus_restricted,total_distance_m,-278.17579365642814,
50,49,101,fixed_contacts,full_minus_restricted,offload_ratio,0.08,
50,49,101,fixed_contacts,full_minus_restricted,contacts,2,
50,49,101,fixed_contacts,full_minus_restricted,mean_delay_s,1.0451865030830447,
50,49,101,fixed_contacts,full_minus_restricted,p95_delay_s,-15.42304418102026,
50,49,101,fixed_task_route,full_minus_restricted,total_distance_m,-3272.07663481133,
50,49,101,fixed_task_route,full_minus_restricted,offload_ratio,0.08,
50,49,101,fixed_task_route,full_minus_restricted,contacts,2,
50,49,101,fixed_task_route,full_minus_restricted,mean_delay_s,2.892983913968834,
50,49,101,fixed_task_route,full_minus_restricted,p95_delay_s,3.8052526593033917,
50,49,102,fixed_contacts,full_minus_restricted,total_distance_m,-448.5858312854307,
50,49,102,fixed_contacts,full_minus_restricted,offload_ratio,0.12,
50,49,102,fixed_contacts,full_minus_restricted,contacts,3,
50,49,102,fixed_contacts,full_minus_restricted,mean_delay_s,19.733535749872516,
50,49,102,fixed_contacts,full_minus_restricted,p95_delay_s,-11.940870527035372,
50,49,102,fixed_task_route,full_minus_restricted,total_distance_m,-3371.806307319561,
50,49,102,fixed_task_route,full_minus_restricted,offload_ratio,0.12,
50,49,102,fixed_task_route,full_minus_restricted,contacts,3,
50,49,102,fixed_task_route,full_minus_restricted,mean_delay_s,12.689562303482319,
50,49,102,fixed_task_route,full_minus_restricted,p95_delay_s,4.010479757862697,
50,50,100,fixed_contacts,full_minus_restricted,total_distance_m,91.71930977676493,
50,50,100,fixed_contacts,full_minus_restricted,offload_ratio,-0.02,
50,50,100,fixed_contacts,full_minus_restricted,contacts,-1,
50,50,100,fixed_contacts,full_minus_restricted,mean_delay_s,4.735714905235994,
50,50,100,fixed_contacts,full_minus_restricted,p95_delay_s,-0.8045285201138199,
50,50,100,fixed_task_route,full_minus_restricted,total_distance_m,-1643.7121584848846,
50,50,100,fixed_task_route,full_minus_restricted,offload_ratio,-0.04,
50,50,100,fixed_task_route,full_minus_restricted,contacts,-1,
50,50,100,fixed_task_route,full_minus_restricted,mean_delay_s,-9.17139997216725,
50,50,100,fixed_task_route,full_minus_restricted,p95_delay_s,2.605711672481675,
50,50,101,fixed_contacts,full_minus_restricted,total_distance_m,321.5475988467533,
50,50,101,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,50,101,fixed_contacts,full_minus_restricted,contacts,0,
50,50,101,fixed_contacts,full_minus_restricted,mean_delay_s,-10.891479359795397,
50,50,101,fixed_contacts,full_minus_restricted,p95_delay_s,-32.11327586746569,
50,50,101,fixed_task_route,full_minus_restricted,total_distance_m,-1517.4916594468996,
50,50,101,fixed_task_route,full_minus_restricted,offload_ratio,-0.02,
50,50,101,fixed_task_route,full_minus_restricted,contacts,0,
50,50,101,fixed_task_route,full_minus_restricted,mean_delay_s,-14.161225088718169,
50,50,101,fixed_task_route,full_minus_restricted,p95_delay_s,-1.795386478524449,
50,50,102,fixed_contacts,full_minus_restricted,total_distance_m,-469.0809764207279,
50,50,102,fixed_contacts,full_minus_restricted,offload_ratio,0.02,
50,50,102,fixed_contacts,full_minus_restricted,contacts,1,
50,50,102,fixed_contacts,full_minus_restricted,mean_delay_s,1.6195966999258928,
50,50,102,fixed_contacts,full_minus_restricted,p95_delay_s,-2.6154480771480735,
50,50,102,fixed_task_route,full_minus_restricted,total_distance_m,-2485.113255634018,
50,50,102,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,50,102,fixed_task_route,full_minus_restricted,contacts,1,
50,50,102,fixed_task_route,full_minus_restricted,mean_delay_s,-15.345976323492948,
50,50,102,fixed_task_route,full_minus_restricted,p95_delay_s,-4.304882729243616,
50,51,100,fixed_contacts,full_minus_restricted,total_distance_m,1118.5365720627306,
50,51,100,fixed_contacts,full_minus_restricted,offload_ratio,0.0,
50,51,100,fixed_contacts,full_minus_restricted,contacts,0,
50,51,100,fixed_contacts,full_minus_restricted,mean_delay_s,11.59728837045131,
50,51,100,fixed_contacts,full_minus_restricted,p95_delay_s,11.951653213578197,
50,51,100,fixed_task_route,full_minus_restricted,total_distance_m,-1309.056174704443,
50,51,100,fixed_task_route,full_minus_restricted,offload_ratio,0.0,
50,51,100,fixed_task_route,full_minus_restricted,contacts,0,
50,51,100,fixed_task_route,full_minus_restricted,mean_delay_s,11.847818589714905,
50,51,100,fixed_task_route,full_minus_restricted,p95_delay_s,25.462656788631193,
50,51,101,fixed_contacts,full_minus_restricted,total_distance_m,381.7198504137832,
50,51,101,fixed_contacts,full_minus_restricted,offload_ratio,0.039999999999999994,
50,51,101,fixed_contacts,full_minus_restricted,contacts,1,
50,51,101,fixed_contacts,full_minus_restricted,mean_delay_s,-9.10291456337373,
50,51,101,fixed_contacts,full_minus_restricted,p95_delay_s,-41.69210066794989,
50,51,101,fixed_task_route,full_minus_restricted,total_distance_m,-1324.6768927783833,
50,51,101,fixed_task_route,full_minus_restricted,offload_ratio,0.039999999999999994,
50,51,101,fixed_task_route,full_minus_restricted,contacts,1,
50,51,101,fixed_task_route,full_minus_restricted,mean_delay_s,-6.3421861423964,
50,51,101,fixed_task_route,full_minus_restricted,p95_delay_s,-37.77409718186209,
50,51,102,fixed_contacts,full_minus_restricted,total_distance_m,-68.93156822311357,
50,51,102,fixed_contacts,full_minus_restricted,offload_ratio,0.02,
50,51,102,fixed_contacts,full_minus_restricted,contacts,1,
50,51,102,fixed_contacts,full_minus_restricted,mean_delay_s,0.4315959676557668,
50,51,102,fixed_contacts,full_minus_restricted,p95_delay_s,10.148995101821129,
50,51,102,fixed_task_route,full_minus_restricted,total_distance_m,-2217.519704468299,
50,51,102,fixed_task_route,full_minus_restricted,offload_ratio,0.02,
50,51,102,fixed_task_route,full_minus_restricted,contacts,1,
50,51,102,fixed_task_route,full_minus_restricted,mean_delay_s,6.365151486927857,
50,51,102,fixed_task_route,full_minus_restricted,p95_delay_s,20.455890557326086,
50,52,100,fixed_contacts,full_minus_restricted,total_distance_m,11.269880310535882,
50,52,100,fixed_contacts,full_minus_restricted,offload_ratio,-0.019999999999999997,
50,52,100,fixed_contacts,full_minus_restricted,contacts,-1,
50,52,100,fixed_contacts,full_minus_restricted,mean_delay_s,-12.744138427262413,
50,52,100,fixed_contacts,full_minus_restricted,p95_delay_s,-18.967814678407365,
50,52,100,fixed_task_route,full_minus_restricted,total_distance_m,-1209.1009815697616,
50,52,100,fixed_task_route,full_minus_restricted,offload_ratio,-0.019999999999999997,
50,52,100,fixed_task_route,full_minus_restricted,contacts,-1,
50,52,100,fixed_task_route,full_minus_restricted,mean_delay_s,-14.065078734550383,
50,52,100,fixed_task_route,full_minus_restricted,p95_delay_s,-19.01360423639477,
50,52,101,fixed_contacts,full_minus_restricted,total_distance_m,-753.5615482035573,
50,52,101,fixed_contacts,full_minus_restricted,offload_ratio,-0.039999999999999994,
50,52,101,fixed_contacts,full_minus_restricted,contacts,-1,
50,52,101,fixed_contacts,full_minus_restricted,mean_delay_s,-3.67082982969211,
50,52,101,fixed_contacts,full_minus_restricted,p95_delay_s,-5.788649125846007,
50,52,101,fixed_task_route,full_minus_restricted,total_distance_m,-2863.225094214342,
50,52,101,fixed_task_route,full_minus_restricted,offload_ratio,-0.039999999999999994,
50,52,101,fixed_task_route,full_minus_restricted,contacts,-1,
50,52,101,fixed_task_route,full_minus_restricted,mean_delay_s,-16.08345113143463,
50,52,101,fixed_task_route,full_minus_restricted,p95_delay_s,-15.734516170435086,
50,52,102,fixed_contacts,full_minus_restricted,total_distance_m,-186.249767298179,
50,52,102,fixed_contacts,full_minus_restricted,offload_ratio,-0.02,
50,52,102,fixed_contacts,full_minus_restricted,contacts,-1,
50,52,102,fixed_contacts,full_minus_restricted,mean_delay_s,-27.267937385113186,
50,52,102,fixed_contacts,full_minus_restricted,p95_delay_s,-42.60467337441855,
50,52,102,fixed_task_route,full_minus_restricted,total_distance_m,-1936.3657274621255,
50,52,102,fixed_task_route,full_minus_restricted,offload_ratio,-0.039999999999999994,
50,52,102,fixed_task_route,full_minus_restricted,contacts,-1,
50,52,102,fixed_task_route,full_minus_restricted,mean_delay_s,-24.56222575670742,
50,52,102,fixed_task_route,full_minus_restricted,p95_delay_s,-31.199239890880108,
80,48,100,fixed_contacts,full_minus_restricted,total_distance_m,204.5496438837199,
80,48,100,fixed_contacts,full_minus_restricted,offload_ratio,-0.012500000000000011,
80,48,100,fixed_contacts,full_minus_restricted,contacts,-3,
80,48,100,fixed_contacts,full_minus_restricted,mean_delay_s,-7.35650073820679,
