tasks,scenario_seed,algorithm_seed,method,code_commit,solution_sha256,stage1_qualified,stage2_qualified,nominal_budget_s,search_runtime_s,overrun_s,resource_recompute_runtime_s,audit_runtime_s,oracle_calls,oracle_cache_hits,freeze_rejections,unique_admissible_structures,direct_structure_calls
80,48,101,full,7faa40a469f7e673d8e2552652e804ca5481d822,627fcd20d923838f038a4eda9eef41a8995a04b5829d5bdaeb52dc585036584e,True,True,45.0,39.722507253,0.0,0.9927046040000107,0.007659957999976541,6,3,0,83,15
80,48,102,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,a566f7c13639595f14eaa54fe2dba3d3fc94ff9f14995795506a81af5a7482c1,True,True,45.0,38.03202151900001,0.0,1.0746390689999998,0.007770350000043891,2,3,176,24,38
80,48,102,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,037571dd8a72e047a61a57a244dbae528b100119133719461caf41c20f8556a0,False,False,45.0,36.641426982999974,0.0,0.0002658989999986261,4.1480000163574005e-06,1,1,70,9,27
80,48,102,full,7faa40a469f7e673d8e2552652e804ca5481d822,5db176f2e164ed5187979e3f588a939dfd6a9b40bb97c8581fb31f5b542ed044,True,True,45.0,41.31312673699995,0.0,0.9377789589999566,0.006754400999966492,7,2,0,90,17
80,49,100,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,2b21a16f87820ef229d148d027d4a6fdc3aee700ccd2a5fc3c66e88afdc377dc,True,True,45.0,38.886349169,0.0,0.992005163000016,0.007234041999993224,4,2,177,21,24
80,49,100,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,55aec1b8ccb702f7314e04a5f9860a28cc35a01edde924ee8dc3b25ca14066c4,True,False,45.0,40.59236074200001,0.0,2.5306720909999854,0.007227415999977893,6,2,37,16,22
80,49,100,full,7faa40a469f7e673d8e2552652e804ca5481d822,fe95f90b4fe3f867f3e7e9dc390735f9642d58801918967d508f78c2e7dfd65e,False,False,45.0,47.21237707400002,2.212377074000017,16.034133800000006,0.0039690479999876516,1,1,0,42,7
80,49,101,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,b43434a881db5fe64f2e4bbd6986c7c979adebf6a0c7be06d8e83b387d181b3a,True,True,45.0,39.83381376199998,0.0,0.9169099689999598,0.007028521999984605,5,2,219,26,48
80,49,101,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,55aec1b8ccb702f7314e04a5f9860a28cc35a01edde924ee8dc3b25ca14066c4,True,False,45.0,40.133724056999995,0.0,2.4697479449999946,0.007636633000004167,6,2,39,16,21
80,49,101,full,7faa40a469f7e673d8e2552652e804ca5481d822,fe95f90b4fe3f867f3e7e9dc390735f9642d58801918967d508f78c2e7dfd65e,False,False,45.0,46.32122654400001,1.3212265440000124,15.922242853,0.0038383629999998448,1,1,0,42,8
80,49,102,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,601954deaa2259d9035eab15eb6fa9707aa63911a4d89d7ebbeb75d0e863c936,True,False,45.0,37.757643195000014,0.0,10.983348478999972,0.007001756000022397,2,2,248,19,42
80,49,102,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,55aec1b8ccb702f7314e04a5f9860a28cc35a01edde924ee8dc3b25ca14066c4,True,False,45.0,39.95365515399999,0.0,2.408487197999989,0.00705920400002924,6,2,42,16,21
80,49,102,full,7faa40a469f7e673d8e2552652e804ca5481d822,838b6800bb8e6c89e2221574059d75bf6e4cbb87c7fd2a4a363842346bcad04d,True,True,45.0,43.96896092199995,0.0,0.9421529219999911,0.007053422999945269,13,2,0,85,13
80,50,100,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,1ed35c9a61fff7f391731afa6bcf838d2e0b7014279d28405c61ae685028ab4b,False,False,45.0,38.305951822,0.0,0.0002363570000056825,4.357000022991997e-06,1,1,172,11,28
80,50,100,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,8dcdd009ba039e48e91a7dd898d1111a0e250e8d9c22db55595efc642d641c2f,False,False,45.0,36.59622363599999,0.0,0.00021651699998415097,5.076999997299936e-06,1,1,87,5,33
80,50,100,full,7faa40a469f7e673d8e2552652e804ca5481d822,daa798774d875c829193ac93101fe5088e829da4076b1a944c071965a0655fd4,True,True,45.0,39.956993865000015,0.0,0.6928348970000116,0.005955013000004783,7,2,0,119,24
80,50,101,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,8dcdd009ba039e48e91a7dd898d1111a0e250e8d9c22db55595efc642d641c2f,False,False,45.0,36.41984992900001,0.0,0.00021566499998471045,3.815000013673853e-06,1,1,216,7,33
80,50,101,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,8dcdd009ba039e48e91a7dd898d1111a0e250e8d9c22db55595efc642d641c2f,False,False,45.0,36.868139348,0.0,0.00020886499999051011,3.6359999739943305e-06,1,1,88,5,31
80,50,101,full,7faa40a469f7e673d8e2552652e804ca5481d822,4eb90acaa3d46cf1e94ec54ca8427c6b60cbf82e28b33426da41ccabd9237d2e,True,True,45.0,42.983886841000015,0.0,0.7129384349999555,0.005817835000016203,13,2,0,118,22
80,50,102,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,abce41085482e2ca4cbf1bf3a197882156815b0abb74f5a545e5e3b47f97de9e,False,False,45.0,36.11536727799995,0.0,0.00021313199999895005,3.5260000004200265e-06,1,1,184,16,25
80,50,102,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,8dcdd009ba039e48e91a7dd898d1111a0e250e8d9c22db55595efc642d641c2f,False,False,45.0,36.293498150999994,0.0,0.00021731800001134616,3.785999979299959e-06,1,1,91,5,30
80,50,102,full,7faa40a469f7e673d8e2552652e804ca5481d822,117b8c88c3fce3b5025b21dbe9db9e70a98a0ee733e9c16fdd755763dc9b9e6b,True,True,45.0,48.42191157899998,3.421911578999982,0.6663954869999316,0.005467436000003545,8,2,0,130,26
80,51,100,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,23b49b824aeadbd814a770d33f1b2d96eda19a991d3050d8e9c3151c9422d401,False,False,45.0,38.31325051100001,0.0,0.549588669000002,5.661000017198603e-06,1,1,121,1,18
80,51,100,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,47ed6486272584d842b6411bb008d71310ee55e49f8e9e9f3a61d0cdc988f00b,False,False,45.0,37.432368236,0.0,0.6131477840000059,1.2763999990283992e-05,1,1,27,11,15
80,51,100,full,7faa40a469f7e673d8e2552652e804ca5481d822,481852a6d81c1a4607d93d08c63e6a2b678946c6d9f12ae6768f7a791a8eb29c,True,True,45.0,47.13834535000001,2.1383453500000087,0.9874702679999814,0.008043237999999064,12,3,0,56,8
80,51,101,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,23b49b824aeadbd814a770d33f1b2d96eda19a991d3050d8e9c3151c9422d401,False,False,45.0,37.68655843299996,0.0,0.4829857550000156,5.600999998023326e-06,1,1,120,1,18
80,51,101,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,47ed6486272584d842b6411bb008d71310ee55e49f8e9e9f3a61d0cdc988f00b,False,False,45.0,37.669715451,0.0,0.551895514000023,5.12899998739158e-06,1,1,34,11,14
80,51,101,full,7faa40a469f7e673d8e2552652e804ca5481d822,eaa2fbb8aae9dd16c4ea9b3ee1b42cd186c3368bb8d327e232bcf37e6a44b6ca,True,True,45.0,48.924109269999974,3.924109269999974,1.0040756930000043,0.007915451999963352,3,2,0,40,18
80,51,102,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,23b49b824aeadbd814a770d33f1b2d96eda19a991d3050d8e9c3151c9422d401,False,False,45.0,37.89076570100002,0.0,0.480177843999968,5.739999949128105e-06,1,1,118,1,16
80,51,102,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,47ed6486272584d842b6411bb008d71310ee55e49f8e9e9f3a61d0cdc988f00b,False,False,45.0,37.48760866399999,0.0,0.5512387800000056,5.359999988741038e-06,1,1,28,11,16
80,51,102,full,7faa40a469f7e673d8e2552652e804ca5481d822,182f5e46b06a2bbe48d3922666bbaf9d7b7d77db33f2e5b50c0f0986589ad439,False,False,45.0,50.13605950300001,5.136059503000013,15.013335943000016,0.0037729269999999815,1,1,0,20,5
80,52,100,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,21b5c512a5a49ee6bb0ab35af85eb85366f788fa3a033905b8334d58da6d606d,False,False,45.0,36.52908116199998,0.0,0.00033516400000621616,4.146999998511092e-06,1,1,123,11,19
80,52,100,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,e5b96aad3d08693a2c12a28b132683b40a36a61d30e7ec9418c91f1f7e587c91,False,False,45.0,38.124414062,0.0,0.0002966630000003079,5.1490000032572425e-06,1,1,28,13,13
80,52,100,full,7faa40a469f7e673d8e2552652e804ca5481d822,3fcc99630b7942b81102b419c5394da4c6acec3b7d651beca8e9fc2fdc6d95f8,False,False,45.0,36.02422630700002,0.0,0.00029936800001451047,5.971000007320981e-06,1,1,0,37,20
80,52,101,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,ded520272dc37c18e6f78af44ec48c86203a2a38c60010ce99ad861e2581fbe8,False,False,45.0,36.26274165100003,0.0,0.00032542599996077115,4.238000030909461e-06,1,1,125,6,18
80,52,101,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,e5b96aad3d08693a2c12a28b132683b40a36a61d30e7ec9418c91f1f7e587c91,False,False,45.0,37.750739463,0.0,0.00030039999995779,4.337999996550934e-06,1,1,29,13,13
80,52,101,full,7faa40a469f7e673d8e2552652e804ca5481d822,34dace241afdf9710be81260d8ce7cb4c1eca8cd3f4b43500e83769fa60de2f7,True,True,45.0,44.864903561000006,0.0,1.069519750999973,0.0077770710000208965,13,2,0,57,14
80,52,102,fixed_contacts,7faa40a469f7e673d8e2552652e804ca5481d822,d56ffe905912a77138a9772eb06f89671c653349ba433efe9030419de0bb34a7,False,False,45.0,36.37141607000001,0.0,0.0003150669999740785,4.188000048088725e-06,1,1,114,4,14
80,52,102,fixed_task_route,7faa40a469f7e673d8e2552652e804ca5481d822,e5b96aad3d08693a2c12a28b132683b40a36a61d30e7ec9418c91f1f7e587c91,False,False,45.0,36.80188743100001,0.0,0.00029450900001393165,4.428000011102995e-06,1,1,31,13,12
80,52,102,full,7faa40a469f7e673d8e2552652e804ca5481d822,eb42af0839354d55808b8f2df8dea7b09e1bba48cc69270aec7bf2fbee012706,True,True,45.0,41.03054429800005,0.0,1.1021392249999735,0.008077770999989298,7,2,0,68,15
